Category,Colors,Description,ItemId,Material_And_Care,PaginationImages,Sizes,Title,currentPrice,originalPrice,url
Home->Clothing->Tops and Blouses->Pleated Top,"["" Winter White "","" Night Sky "","" Green Eden ""]","With a beautifully breezy silhouette, our finely pleated top easily folds into your warm weather wardrobe. Jewel neck. Short sleeves.",494596," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494596_1362""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Pleated Top,50,50,https://www.anntaylor.com/pleated-top/494596
Home->Clothing->Pants->The Cotton Crop Pant In Gingham - Curvy Fit,"[""  Black - Online Exclusive "",""  Campfire Red - Online Exclusive ""]","Give your wardrobe an instant upgrade with this essential pair, outfitted with clean lines and an amazingly flattering fit. Front zip with button closure. Belt loops. Front and back welt pockets. Side slits at ankle.",501547," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501547_2222""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Cotton Crop Pant In Gingham - Curvy Fit,79,79,https://www.anntaylor.com/the-cotton-crop-pant-in-gingham-curvy-fit/501547
Home->Clothing->Jeans->Tall Lace Hem Skinny Ankle Jeans in White,"[""  White - Online Exclusive ""]",Here’s the skinny: your favorite jeans just got a major upgrade. Front zip with button closure. Belt loops. Classic five-pocket styling.,495905," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495905_9000http://anninc.scene7.com/is/image/AN/495905_9000http://anninc.scene7.com/is/image/AN/495905_9000http://anninc.scene7.com/is/image/AN/495905_9000""
""http://anninc.scene7.com/is/image/AN/495905_9000_ALT1http://anninc.scene7.com/is/image/AN/495905_9000_ALT1http://anninc.scene7.com/is/image/AN/495905_9000_ALT1http://anninc.scene7.com/is/image/AN/495905_9000_ALT1http://anninc.scene7.com/is/image/AN/495905_9000_ALT1""
""http://anninc.scene7.com/is/image/AN/495905_9000_ALT2http://anninc.scene7.com/is/image/AN/495905_9000_ALT2http://anninc.scene7.com/is/image/AN/495905_9000_ALT2http://anninc.scene7.com/is/image/AN/495905_9000_ALT2http://anninc.scene7.com/is/image/AN/495905_9000_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Tall Lace Hem Skinny Ankle Jeans in White,109,109,https://www.anntaylor.com/tall-lace-hem-skinny-ankle-jeans-in-white/495905
Home->Clothing->Tops and Blouses->Icon Blouse,"["" Black "",""  Azure Breeze - Online Exclusive ""]",Romantic ruffles paired with pretty pleats equals feminine perfection - in a timeless silhouette. Mandarin collar. Long sleeves with button cuffs. Knife pleat front placket. Back yoke with box pleat. Shirttail hem.,500358," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500358_7709""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Icon Blouse,50,50,https://www.anntaylor.com/icon-blouse/500358
Home->Clothing->Jeans->High Rise Performance Stretch Skinny Jeans,"["" Bright Mid Indigo Wash ""]","Here’s the skinny: your favorite jeans just got a major upgrade. Maximum stretch and recovery. Our most flattering fit. Looks as good at 9 P.M. as it did at 9 A.M. (A.K.A., it doesn’t stretch out). Specially designed with LYCRA® to help smooth your silhouette for comfort and freedom of movement, as well as modal and tencel for a super soft feel. Front zip with button closure. Belt loops. Classic five-pocket styling.",484872," , 66% Cotton, 15% Modal, 10% Lyocell, 7% Polyester, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/484872_4738http://anninc.scene7.com/is/image/AN/484872_4738http://anninc.scene7.com/is/image/AN/484872_4738http://anninc.scene7.com/is/image/AN/484872_4738""
""http://anninc.scene7.com/is/image/AN/484872_4738_ALT1http://anninc.scene7.com/is/image/AN/484872_4738_ALT1http://anninc.scene7.com/is/image/AN/484872_4738_ALT1http://anninc.scene7.com/is/image/AN/484872_4738_ALT1""
""http://anninc.scene7.com/is/image/AN/484872_4738_ALT2http://anninc.scene7.com/is/image/AN/484872_4738_ALT2http://anninc.scene7.com/is/image/AN/484872_4738_ALT2http://anninc.scene7.com/is/image/AN/484872_4738_ALT2http://anninc.scene7.com/is/image/AN/484872_4738_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 ""]",High Rise Performance Stretch Skinny Jeans,98,98,https://www.anntaylor.com/high-rise-performance-stretch-skinny-jeans/484872
Home->Clothing->Jeans->Released Hem Wide Leg Jeans in Dark Indigo Wash,"[""  Dark Indigo Wash - Online Exclusive ""]","In a modern wide leg silhouette, this must have pair features a released hem for relaxed-yet-polished appeal. Front zip with button closure. Belt loops. Classic five-pocket styling.",487332," , 99% Cotton, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/487332_9513""
""http://anninc.scene7.com/is/image/AN/487332_9513_ALT1""
""http://anninc.scene7.com/is/image/AN/487332_9513_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 ""]",Released Hem Wide Leg Jeans in Dark Indigo Wash,109,109,https://www.anntaylor.com/released-hem-wide-leg-jeans-in-dark-indigo-wash/487332
Home->Clothing->Tops and Blouses->Double V Elbow Sleeve Top,"[""  Dark Ruby - Online Exclusive "",""  Black - Online Exclusive ""]","Styled with a sleek V-neck and V-back, this soft and stretchy knit is a double duty essential. V-neck. Elbow sleeves. V-back.",491754," , 55% Polyester, 45% Cotton , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/491754_2222""
""http://anninc.scene7.com/is/image/AN/491754_2222_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Double V Elbow Sleeve Top,39,39,https://www.anntaylor.com/double-v-elbow-sleeve-top/491754
Home->Suits->All Suits->The Petite Straight Pant In Seasonless Stretch,"[""  Black - Online Exclusive "","" Perfect Navy ""]","The perfect wear-with-all pants - made in seasonless stretch fabric for a refined, streamlined fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back welt pockets.",414437," , 48% Polyester, 48% Rayon, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/414437_6600""
""http://anninc.scene7.com/is/image/AN/414437_6600_ALT1""
""http://anninc.scene7.com/is/image/AN/414437_6600_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Straight Pant In Seasonless Stretch,98,98,https://www.anntaylor.com/the-petite-straight-pant-in-seasonless-stretch/414437
Home->Clothing->Tops and Blouses->Petite Floral Essential Shirt,"["" Night Sky ""]","With a slim fit and a bit of drape, count on this one every time you go to your closet. Point collar. Long sleeves with button closure. Button front placket. Back yoke. Shirttail hem.",500838," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500838_1362""
""http://anninc.scene7.com/is/image/AN/500838_1362_ALT1""]","["" XXS "","" XS "","" S "","" M "","" XL ""]",Petite Floral Essential Shirt,50,50,https://www.anntaylor.com/petite-floral-essential-shirt/500838
Home->Clothing->Tops and Blouses->Petite Boatneck Luxe Tee,"[""  Night Sky - Online Exclusive "",""  White - Online Exclusive "",""  Vintage Blush - Online Exclusive ""]","Expertly tailored for an impeccable fit, this soft and stretchy tee elevates your wardrobe with a covetably luxe touch. Boatneck. Short sleeves.",503608," , 92% Cotton, 8% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/503608_1362""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Boatneck Luxe Tee,39,39,https://www.anntaylor.com/petite-boatneck-luxe-tee/503608
Home->Suits->All Suits->Petite Cotton Sateen One Button Perfect Blazer,"["" Navy Blue "",""  Island Sand - Online Exclusive ""]","Designed in polished cotton sateen, this impeccable blazer has a hint of stretch that imparts an amazing fit - day to night. Notched lapel. Long button-open sleeves allow for versatility in styling. One-button front. Angled chest welt pocket. Front flap besom pockets. Back vent. Lined.",501554," , Shell: 73% Cotton, 24% Polyester, 3% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501554_1246""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Cotton Sateen One Button Perfect Blazer,159,159,https://www.anntaylor.com/petite-cotton-sateen-one-button-perfect-blazer/501554
Home->Clothing->Jackets->Short Trench Coat,"["" Deep Carnation ""]",Refined four-way stretch holds its shape while flattering yours - so you stay polished and comfortable from A.M. to P.M. Notched lapel. Long sleeves with button tabs. Double breasted button front. Front gunflap. Angled vertical besom pockets. Back yoke with inverted pleat beneath.,488790," , 55% Polyester, 29% Viscose, 12% Cotton, 4% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488790_4297""
""http://anninc.scene7.com/is/image/AN/488790_4297_ALT1""
""http://anninc.scene7.com/is/image/AN/488790_4297_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 ""]",Short Trench Coat,179,179,https://www.anntaylor.com/short-trench-coat/488790
Home->Clothing->Tops and Blouses->Matte Jersey Belted Wrap Top,"[""  Harbor Navy - Online Exclusive "",""  Pepper Green - Online Exclusive ""]","This flattering wrap top is one you'll want to wear all season long, thanks to its flattering drape and soft jersey fabric. V-neck with crossover front. Short sleeves. Self tie belt.",501048," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501048_1041""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Matte Jersey Belted Wrap Top,50,50,https://www.anntaylor.com/matte-jersey-belted-wrap-top/501048
Home->Clothing->Skirts->Eyelet Flounce Midi Skirt,"["" Night Sky ""]","Keep it breezy and fresh with our pretty eyelet midi, flounced at the hem for a feminine spin. Hidden back zipper with hook-and-eye closure. Flounce hem. Lined.",488806," , 100% Cotton , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488806_1362http://anninc.scene7.com/is/image/AN/488806_1362http://anninc.scene7.com/is/image/AN/488806_1362http://anninc.scene7.com/is/image/AN/488806_1362""
""http://anninc.scene7.com/is/image/AN/488806_1362_ALT1http://anninc.scene7.com/is/image/AN/488806_1362_ALT1http://anninc.scene7.com/is/image/AN/488806_1362_ALT1http://anninc.scene7.com/is/image/AN/488806_1362_ALT1http://anninc.scene7.com/is/image/AN/488806_1362_ALT1""
""http://anninc.scene7.com/is/image/AN/488806_1362_ALT2http://anninc.scene7.com/is/image/AN/488806_1362_ALT2http://anninc.scene7.com/is/image/AN/488806_1362_ALT2http://anninc.scene7.com/is/image/AN/488806_1362_ALT2http://anninc.scene7.com/is/image/AN/488806_1362_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Eyelet Flounce Midi Skirt,109,109,https://www.anntaylor.com/eyelet-flounce-midi-skirt/488806
Home->Clothing->Sweaters->3/4 Sleeve Perfect Pullover,"["" Grey Multi ""]","Finished with pretty ruffle cuffs, this perfectly polished sweater is one you'll want in every color. Crew neck. 3/4 sleeves with ruffle cuffs.",495127," , 43% Rayon, 34% Polyester, 21% Nylon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495127_6004""
""http://anninc.scene7.com/is/image/AN/495127_6004_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",3/4 Sleeve Perfect Pullover,50,50,https://www.anntaylor.com/32f4-sleeve-perfect-pullover/495127
Home->Suits->All Suits->Boatneck Sheath Dress in Crosshatch,"["" Grey Multi ""]","In a stylishly streamlined silhouette, our tailored crosshatch sheath thinks outside the box. Boatneck. Cap sleeves. Hidden back zipper with hook-and-eye closure. Back vent. Lined.",488893," , Shell: 66% Polyester, 32% Rayon, 2% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488893_6103""
""http://anninc.scene7.com/is/image/AN/488893_6103_ALT1""
""http://anninc.scene7.com/is/image/AN/488893_6103_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Boatneck Sheath Dress in Crosshatch,149,149,https://www.anntaylor.com/boatneck-sheath-dress-in-crosshatch/488893
Home->Clothing->Tops and Blouses->Petite Bow Sleeve Top,"["" Winter White "",""  Black - Online Exclusive ""]",Pretty bow ties give our slit-sleeve top a fresh and feminine twist. Jewel neck. Slit short sleeves with bow ties.,496210," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496210_2222""
""http://anninc.scene7.com/is/image/AN/496210_2222_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L ""]",Petite Bow Sleeve Top,50,50,https://www.anntaylor.com/petite-bow-sleeve-top/496210
Home->Suits->All Suits->The Trouser Pant In Seasonless Stretch - Classic Fit,"["" Black "",""  Perfect Navy - Online Exclusive ""]","The perfect wear-with-all pants - made in seasonless stretch fabric for a refined, streamlined fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",409831," , 48% Polyester, 48% Rayon, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/409831_0352""
""http://anninc.scene7.com/is/image/AN/409831_0352_ALT1""
""http://anninc.scene7.com/is/image/AN/409831_0352_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Trouser Pant In Seasonless Stretch - Classic Fit,98,98,https://www.anntaylor.com/the-trouser-pant-in-seasonless-stretch-classic-fit/409831
Home->Clothing->Sweaters->Petite Striped Sweater Tee,"["" Green Eden ""]","Beautifully fitted, our striped sweater tee refreshes with vibrant bands of color. Crew neck. Short sleeves.",500642," , 77% Viscose, 21% Nylon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500642_2223""
""http://anninc.scene7.com/is/image/AN/500642_2223_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Striped Sweater Tee,50,50,https://www.anntaylor.com/petite-striped-sweater-tee/500642
Home->Clothing->Tops and Blouses->Petite Floral Mixed Media Pleat Front Top,"[""  Night Sky - Online Exclusive ""]",A clever pleated front adds extra ease and fluidity to this knit and woven essential. V-neck with pleat beneath. Long sleeves with button cuffs. Shirttail hem. Woven front and sleeves. Knit back.,496238," , Knit: 95% Polyester, 5% Spandex, Woven: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496238_1362""
""http://anninc.scene7.com/is/image/AN/496238_1362_ALT1""]","["" XXS "","" XS "","" S "","" M ""]",Petite Floral Mixed Media Pleat Front Top,50,50,https://www.anntaylor.com/petite-floral-mixed-media-pleat-front-top/496238
Home->Clothing->Tops and Blouses->Petite Scalloped Shell,"["" Winter White "",""  Indigo Ink - Online Exclusive ""]",Scalloped trim adds an extra pretty edge to this top-tier shell. Jewel neck. Sleeveless. Front yoke.,496237," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496237_9192""
""http://anninc.scene7.com/is/image/AN/496237_9192_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Scalloped Shell,50,50,https://www.anntaylor.com/petite-scalloped-shell/496237
Home->Clothing->Pants->The Petite Ankle Pant,"["" Seaside Blue ""]",A silhouette with lean symmetry and a custom-tailored feel. Front zip with hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets. Lined.,498860," , 65% Polyester, 33% Rayon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/498860_0301""
""http://anninc.scene7.com/is/image/AN/498860_0301_ALT1""
""http://anninc.scene7.com/is/image/AN/498860_0301_ALT2""]","["" 16 ""]",The Petite Ankle Pant,98,98,https://www.anntaylor.com/the-petite-ankle-pant/498860
Home->Clothing->Tops and Blouses->Petite Smocked Neck Matte Jersey Tee,"[""  Harbor Navy - Online Exclusive "",""  Winter White - Online Exclusive ""]","Add instant pretty to your wardrobe with our smocked neck top, done in beautifully draped matte jersey. Jewel neck. Short raglan sleeves with shirred sleeve caps. Back slit with button closure.",507770," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/507770_1041""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Smocked Neck Matte Jersey Tee,50,50,https://www.anntaylor.com/petite-smocked-neck-matte-jersey-tee/507770
Home->Suits->All Suits->The Petite Square-Neck Top in Doubleweave,"[""  Black - Online Exclusive ""]","This top is expertly tailored from doubleweave fabric dyed and finished in Japan. Known for its wrinkle resistance and exquisite draping, it moves with you from closet to carry-on. Boatneck. Short sleeves. Hidden back zipper with hook-and-eye closure.",494856," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494856_2222http://anninc.scene7.com/is/image/AN/494856_2222http://anninc.scene7.com/is/image/AN/494856_2222http://anninc.scene7.com/is/image/AN/494856_2222""
""http://anninc.scene7.com/is/image/AN/494856_2222_ALT1http://anninc.scene7.com/is/image/AN/494856_2222_ALT1http://anninc.scene7.com/is/image/AN/494856_2222_ALT1http://anninc.scene7.com/is/image/AN/494856_2222_ALT1http://anninc.scene7.com/is/image/AN/494856_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/494856_2222_ALT2http://anninc.scene7.com/is/image/AN/494856_2222_ALT2http://anninc.scene7.com/is/image/AN/494856_2222_ALT2http://anninc.scene7.com/is/image/AN/494856_2222_ALT2http://anninc.scene7.com/is/image/AN/494856_2222_ALT2""]","["" 00 ""]",The Petite Square-Neck Top in Doubleweave,89,89,https://www.anntaylor.com/petite-doubleweave-short-sleeve-top/494856
